,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,count
239,22.166666666666668,Private,178452.66666666666,"12th,11th",7.833333333333333,Never-married,"Machine-op-inspct,Adm-clerical,Tech-support,Sales",Other-relative,"White,Black",Male,175.83333333333334,0.0,44.0,"United-States,Mexico,?",<=50k,6
3493,22.166666666666668,Private,233393.16666666666,"Assoc-voc,Some-college",10.166666666666666,Never-married,"Machine-op-inspct,Farming-fishing,Tech-support",Not-in-family,White,Female,683.5,0.0,42.166666666666664,United-States,<=50k,6
772,22.166666666666668,"Private,State-gov",130919.66666666667,10th,6.0,Never-married,"Other-service,Farming-fishing",Own-child,"White,Black",Male,0.0,0.0,43.333333333333336,United-States,<=50k,6
3495,22.166666666666668,"Private,State-gov",89401.0,"Bachelors,Some-college",11.0,Married-civ-spouse,"Prof-specialty,Other-service,Sales",Husband,"White,Black",Male,0.0,0.0,32.166666666666664,United-States,<=50k,6
6107,22.22222222222222,Private,64501.444444444445,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,28.0,"United-States,Germany",<=50k,9
437,22.22222222222222,"Private,State-gov,Self-emp-not-inc",282695.3333333333,"5th-6th,Preschool,10th",5.111111111111111,"Never-married,Separated","Machine-op-inspct,Other-service,Adm-clerical",Own-child,White,Female,0.0,356.0,20.444444444444443,United-States,<=50k,9
479,22.25,"Local-gov,?",251338.25,"HS-grad,7th-8th",8.375,Never-married,"Other-service,?",Unmarried,"White,Black",Female,0.0,0.0,40.0,"United-States,Mexico",<=50k,8
3641,22.25,Private,210715.25,"Bachelors,Some-college",10.375,Never-married,"Exec-managerial,Adm-clerical",Own-child,"White,Black",Male,0.0,0.0,43.75,United-States,<=50k,8
4696,22.25,Private,94768.375,HS-grad,9.0,Married-civ-spouse,"Handlers-cleaners,Exec-managerial",Husband,White,Male,548.25,0.0,47.0,United-States,<=50k,7
4697,22.25,Private,94768.375,HS-grad,9.0,Married-civ-spouse,"Handlers-cleaners,Exec-managerial",Husband,White,Male,548.25,0.0,47.0,United-States,>50k,1
271,22.272727272727273,"Local-gov,Self-emp-inc,?",155399.72727272726,"Doctorate,12th,11th",8.818181818181818,"Never-married,Separated","?,Protective-serv,Machine-op-inspct,Prof-specialty,Farming-fishing","Not-in-family,Own-child","White,Black",Male,0.0,0.0,49.0,United-States,<=50k,11
4591,22.272727272727273,Private,208910.0,Some-college,10.0,Never-married,"Exec-managerial,Adm-clerical",Not-in-family,White,Female,334.0,0.0,41.81818181818182,United-States,<=50k,11
2939,22.333333333333332,Private,200239.0,"9th,HS-grad,7th-8th",8.0,"Never-married,Married-civ-spouse","Machine-op-inspct,Sales",Own-child,White,Female,475.6666666666667,0.0,41.55555555555556,"United-States,?",<=50k,9
4176,22.333333333333332,Private,203347.44444444444,"Some-college,Bachelors,Assoc-acdm",11.222222222222221,Never-married,Sales,Own-child,White,Female,0.0,0.0,44.666666666666664,United-States,<=50k,9
2255,22.333333333333332,Private,279346.0,"9th,HS-grad,7th-8th",7.555555555555555,Never-married,"Machine-op-inspct,Other-service",Own-child,Black,Female,0.0,0.0,40.0,"United-States,Dominican-Republic",<=50k,9
2211,22.333333333333332,"Private,Self-emp-not-inc",95595.0,"Assoc-voc,Some-college",10.166666666666666,Never-married,"Adm-clerical,Tech-support",Not-in-family,White,Male,0.0,0.0,27.5,United-States,<=50k,5
2212,22.333333333333332,"Private,Self-emp-not-inc",95595.0,"Assoc-voc,Some-college",10.166666666666666,Never-married,"Adm-clerical,Tech-support",Not-in-family,White,Male,0.0,0.0,27.5,United-States,>50k,1
128,22.363636363636363,"Self-emp-inc,?",148569.45454545456,"Bachelors,Masters,Some-college,HS-grad",10.909090909090908,Never-married,"Adm-clerical,?","Not-in-family,Own-child","Other,Asian-Pac-Islander",Female,0.0,291.27272727272725,46.54545454545455,"Japan,?,Taiwan,United-States,Philippines",<=50k,11
4198,22.375,Private,217200.625,"Bachelors,Some-college",11.5,Never-married,"Exec-managerial,Adm-clerical",Own-child,White,Male,0.0,0.0,31.125,"United-States,?",<=50k,8
1073,22.375,Private,261201.75,"Assoc-voc,Some-college",10.125,Never-married,"Other-service,Adm-clerical,Sales",Unmarried,Black,Female,254.5,0.0,32.5,United-States,<=50k,8
2805,22.375,"Private,State-gov",111829.5,HS-grad,9.0,Never-married,"Prof-specialty,Adm-clerical,Exec-managerial",Not-in-family,White,Female,0.0,0.0,25.875,United-States,<=50k,8
2303,22.375,"State-gov,Self-emp-not-inc",252704.5,"Assoc-voc,Some-college,HS-grad",9.625,Never-married,"Protective-serv,Farming-fishing",Own-child,White,Male,271.75,0.0,49.75,United-States,<=50k,8
4196,22.428571428571427,"Private,State-gov",138448.2857142857,"Bachelors,Some-college",10.428571428571429,Never-married,"Protective-serv,Exec-managerial,Adm-clerical",Own-child,White,Male,0.0,0.0,25.142857142857142,"United-States,Greece",<=50k,7
2405,22.444444444444443,?,109622.66666666667,"Bachelors,Some-college",10.333333333333334,Never-married,?,"Not-in-family,Own-child",White,Female,0.0,0.0,17.22222222222222,"United-States,France,?",<=50k,9
1183,22.454545454545453,"Private,Self-emp-not-inc,Federal-gov",161848.9090909091,11th,7.0,Never-married,"Prof-specialty,Adm-clerical,Other-service","Not-in-family,Own-child","White,Black",Female,0.0,145.63636363636363,40.0,"Jamaica,United-States,Germany,Ireland",<=50k,11
4798,22.5,Private,112377.375,"Assoc-voc,Bachelors",12.5,Never-married,Adm-clerical,Own-child,White,Female,271.75,0.0,42.5,United-States,<=50k,8
4586,22.5,Private,153327.625,Some-college,10.0,Never-married,"Exec-managerial,Adm-clerical",Not-in-family,White,Female,0.0,215.125,45.0,United-States,<=50k,8
4799,22.545454545454547,"Private,State-gov",98075.45454545454,"Assoc-voc,Bachelors",12.818181818181818,Never-married,"Prof-specialty,Exec-managerial",Own-child,White,Female,197.63636363636363,205.27272727272728,44.36363636363637,United-States,<=50k,10
4800,22.545454545454547,"Private,State-gov",98075.45454545454,"Assoc-voc,Bachelors",12.818181818181818,Never-married,"Prof-specialty,Exec-managerial",Own-child,White,Female,197.63636363636363,205.27272727272728,44.36363636363637,United-States,>50k,1
2943,22.555555555555557,Private,191105.66666666666,HS-grad,9.0,Never-married,"Handlers-cleaners,Other-service,Tech-support",Own-child,White,Female,0.0,191.22222222222223,40.888888888888886,"United-States,El-Salvador",<=50k,9
2869,22.555555555555557,"Private,State-gov",365960.22222222225,"HS-grad,7th-8th",8.444444444444445,Never-married,"Prof-specialty,Other-service,Tech-support",Not-in-family,"White,Black",Male,0.0,0.0,46.666666666666664,"Guatemala,United-States,El-Salvador",<=50k,8
2870,22.555555555555557,"Private,State-gov",365960.22222222225,"HS-grad,7th-8th",8.444444444444445,Never-married,"Prof-specialty,Other-service,Tech-support",Not-in-family,"White,Black",Male,0.0,0.0,46.666666666666664,"Guatemala,United-States,El-Salvador",>50k,1
3682,22.571428571428573,?,347872.5714285714,"HS-grad,7th-8th,10th",7.428571428571429,"Never-married,Married-civ-spouse",?,Own-child,White,Male,0.0,0.0,42.857142857142854,"Portugal,United-States,Mexico",<=50k,7
3084,22.571428571428573,?,58187.57142857143,Some-college,10.0,Never-married,?,Not-in-family,White,Male,0.0,285.85714285714283,43.57142857142857,"United-States,?",<=50k,7
5709,22.571428571428573,Private,121106.28571428571,"Bachelors,Some-college",10.857142857142858,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States,<=50k,7
4208,22.571428571428573,Private,130572.57142857143,"Some-college,Bachelors",11.285714285714286,Never-married,"Machine-op-inspct,Prof-specialty",Own-child,White,Male,0.0,0.0,55.857142857142854,United-States,<=50k,7
2242,22.571428571428573,Private,152252.14285714287,HS-grad,9.0,Never-married,Other-service,"Other-relative,Unmarried",White,Female,0.0,0.0,33.857142857142854,United-States,<=50k,7
240,22.571428571428573,Private,224142.85714285713,"12th,11th",7.285714285714286,Never-married,"Machine-op-inspct,Adm-clerical,Farming-fishing,Sales",Unmarried,"White,Black",Male,1280.0,0.0,36.857142857142854,"United-States,Mexico",<=50k,7
760,22.571428571428573,Private,280603.28571428574,10th,6.0,Never-married,"Craft-repair,Other-service,Farming-fishing,Sales",Other-relative,White,Male,0.0,0.0,27.571428571428573,"Guatemala,United-States,Mexico",<=50k,7
4222,22.571428571428573,"Private,Self-emp-not-inc",110014.71428571429,"Some-college,Bachelors",10.857142857142858,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50k,7
2217,22.625,Private,76606.375,HS-grad,9.0,Never-married,"Prof-specialty,Farming-fishing",Not-in-family,White,Male,0.0,0.0,42.875,United-States,<=50k,8
2155,22.625,"Private,Self-emp-not-inc,Federal-gov",116924.875,HS-grad,9.0,"Married-AF-spouse,Married-civ-spouse","Exec-managerial,Adm-clerical,Sales",Wife,"White,Black",Female,0.0,0.0,41.25,United-States,<=50k,6
2156,22.625,"Private,Self-emp-not-inc,Federal-gov",116924.875,HS-grad,9.0,"Married-AF-spouse,Married-civ-spouse","Exec-managerial,Adm-clerical,Sales",Wife,"White,Black",Female,0.0,0.0,41.25,United-States,>50k,2
1585,22.636363636363637,"Private,Self-emp-not-inc",362705.2727272727,"Assoc-voc,Bachelors,Some-college",10.909090909090908,Never-married,"Exec-managerial,Prof-specialty,Craft-repair,Tech-support",Own-child,"White,Black",Female,0.0,156.27272727272728,21.545454545454547,United-States,<=50k,10
1586,22.636363636363637,"Private,Self-emp-not-inc",362705.2727272727,"Assoc-voc,Bachelors,Some-college",10.909090909090908,Never-married,"Exec-managerial,Prof-specialty,Craft-repair,Tech-support",Own-child,"White,Black",Female,0.0,156.27272727272728,21.545454545454547,United-States,>50k,1
5264,22.666666666666668,Private,133822.0,"Some-college,Bachelors",11.5,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,330.0,40.0,"Columbia,United-States",<=50k,6
778,22.666666666666668,Private,140200.66666666666,"12th,11th",7.666666666666667,"Never-married,Separated","Other-service,Sales",Not-in-family,White,Female,0.0,0.0,29.666666666666668,United-States,<=50k,6
3041,22.666666666666668,Private,149694.16666666666,10th,6.0,Married-civ-spouse,"Machine-op-inspct,Craft-repair,Other-service",Husband,White,Male,651.3333333333334,0.0,41.666666666666664,"Portugal,United-States,Mexico",<=50k,6
775,22.666666666666668,"Private,Self-emp-not-inc",286207.1666666667,10th,6.0,"Never-married,Divorced,Married-civ-spouse","Machine-op-inspct,Craft-repair,Farming-fishing",Own-child,"White,Black",Male,0.0,0.0,40.833333333333336,United-States,<=50k,6
3449,22.666666666666668,"Private,State-gov",37159.0,"Masters,Some-college",10.666666666666666,Never-married,"Prof-specialty,Sales",Not-in-family,White,Female,612.3333333333334,0.0,19.5,United-States,<=50k,6
793,22.666666666666668,"Without-pay,Never-worked,Self-emp-inc",289537.5,"Assoc-voc,Some-college,Bachelors",11.166666666666666,"Never-married,Married-civ-spouse","Adm-clerical,Farming-fishing,Craft-repair,?","Not-in-family,Own-child","White,Black",Male,0.0,0.0,49.166666666666664,"South,United-States",<=50k,6
5708,22.714285714285715,Private,131134.42857142858,Some-college,10.0,"Never-married,Married-civ-spouse",Sales,Own-child,White,Female,0.0,0.0,15.571428571428571,United-States,<=50k,7
2260,22.714285714285715,Private,163717.14285714287,"Bachelors,Some-college",10.857142857142858,Never-married,"Handlers-cleaners,Protective-serv,Machine-op-inspct",Own-child,White,Female,0.0,245.57142857142858,41.714285714285715,United-States,<=50k,7
5329,22.714285714285715,Private,200264.42857142858,"Assoc-voc,Bachelors",12.714285714285714,Never-married,"Prof-specialty,Adm-clerical",Own-child,White,Female,0.0,0.0,41.42857142857143,United-States,<=50k,7
4585,22.714285714285715,Private,76085.42857142857,Some-college,10.0,Never-married,"Exec-managerial,Adm-clerical",Not-in-family,White,Female,0.0,0.0,41.42857142857143,United-States,<=50k,7
2151,22.714285714285715,"Private,Self-emp-not-inc",381543.0,"Bachelors,Some-college,HS-grad",10.142857142857142,"Never-married,Married-civ-spouse","Prof-specialty,Other-service,Adm-clerical,Sales","Not-in-family,Wife",White,Female,580.5714285714286,0.0,24.285714285714285,"United-States,?",<=50k,7
4223,22.714285714285715,"Private,Self-emp-not-inc",56426.71428571428,"Bachelors,Some-college",10.428571428571429,Never-married,Farming-fishing,Own-child,White,Male,3975.4285714285716,0.0,54.42857142857143,United-States,<=50k,6
4224,22.714285714285715,"Private,Self-emp-not-inc",56426.71428571428,"Bachelors,Some-college",10.428571428571429,Never-married,Farming-fishing,Own-child,White,Male,3975.4285714285716,0.0,54.42857142857143,United-States,>50k,1
414,22.714285714285715,"Private,State-gov,Federal-gov",198682.2857142857,"9th,HS-grad,7th-8th",7.714285714285714,"Never-married,Married-civ-spouse","Armed-Forces,Protective-serv,Other-service,Farming-fishing","Other-relative,Own-child","Other,Amer-Indian-Eskimo",Male,0.0,0.0,42.285714285714285,"United-States,Mexico",<=50k,7
1069,22.727272727272727,Private,257836.18181818182,"9th,HS-grad",8.636363636363637,Never-married,"Handlers-cleaners,Machine-op-inspct,Adm-clerical,Other-service,Sales",Own-child,Black,Female,0.0,0.0,23.545454545454547,"United-States,Jamaica,?",<=50k,11
1609,22.75,Private,192097.75,"Bachelors,Some-college",11.125,Never-married,"Exec-managerial,Adm-clerical",Own-child,Black,Male,0.0,0.0,28.0,"United-States,Haiti,Dominican-Republic",<=50k,8
1072,22.75,Private,202068.125,"Bachelors,Some-college",10.375,Never-married,"Machine-op-inspct,Other-service,Adm-clerical,Sales",Other-relative,Black,Female,0.0,0.0,26.5,"United-States,Jamaica,Haiti",<=50k,8
4580,22.75,Private,89822.125,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,42.75,United-States,<=50k,8
3461,22.75,"Private,Federal-gov",203091.25,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,246.75,42.5,United-States,<=50k,8
2193,22.75,"Private,Self-emp-not-inc",492953.625,HS-grad,9.0,"Never-married,Married-civ-spouse","Handlers-cleaners,Other-service,Sales","Not-in-family,Husband",White,Male,0.0,0.0,25.375,"United-States,Mexico,?",<=50k,8
4193,22.75,"Private,State-gov",155002.0,Some-college,10.0,Never-married,"Handlers-cleaners,Other-service",Own-child,"White,Black",Male,0.0,0.0,21.5,United-States,<=50k,8
3628,22.77777777777778,Private,283301.22222222225,"Bachelors,Some-college",10.333333333333334,Never-married,"Exec-managerial,Adm-clerical",Own-child,White,Male,0.0,0.0,20.0,United-States,<=50k,9
2974,22.77777777777778,"Private,State-gov",114416.88888888889,"Bachelors,Some-college,Assoc-acdm",10.555555555555555,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,10.444444444444445,United-States,<=50k,9
4005,22.8,Private,139857.4,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,43.1,United-States,<=50k,10
3645,22.818181818181817,Private,270702.2727272727,"Assoc-voc,Some-college",10.181818181818182,Never-married,"Adm-clerical,Craft-repair",Own-child,"White,Black",Male,54.0,0.0,40.0,United-States,<=50k,11
123,22.833333333333332,"Local-gov,?",201282.33333333334,"Bachelors,HS-grad",12.333333333333334,Never-married,"Adm-clerical,?",Not-in-family,"Other,Asian-Pac-Islander",Male,0.0,0.0,27.166666666666668,"Taiwan,United-States,India,?",<=50k,6
4864,22.833333333333332,"Local-gov,?",225280.16666666666,"Assoc-voc,Some-college,Assoc-acdm",10.5,Never-married,"Adm-clerical,?",Own-child,White,Female,0.0,0.0,40.833333333333336,"Iran,United-States,Mexico",<=50k,6
4805,22.833333333333332,Private,218527.0,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,43.333333333333336,United-States,<=50k,6
4758,22.833333333333332,Private,223083.66666666666,Bachelors,13.0,Never-married,"Handlers-cleaners,Exec-managerial",Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50k,6
3969,22.833333333333332,Private,78491.66666666667,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,432.8333333333333,0.0,40.0,United-States,<=50k,6
3465,22.857142857142858,Private,102876.0,"Assoc-voc,Assoc-acdm",11.571428571428571,Never-married,"Exec-managerial,Adm-clerical",Not-in-family,White,Female,695.0,0.0,42.142857142857146,United-States,<=50k,7
4598,22.857142857142858,Private,124167.42857142857,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,285.85714285714283,40.0,United-States,<=50k,7
2995,22.857142857142858,"Private,State-gov",329884.28571428574,HS-grad,9.0,Never-married,"Machine-op-inspct,Adm-clerical",Own-child,"White,Black",Male,0.0,0.0,40.714285714285715,United-States,<=50k,7
4815,22.875,Private,242054.0,"Bachelors,Some-college",10.375,Never-married,"Handlers-cleaners,Other-service",Own-child,White,Male,0.0,215.125,14.375,United-States,<=50k,8
1088,22.90909090909091,Private,201493.0,"Assoc-voc,Some-college,Bachelors",10.909090909090908,Never-married,"Handlers-cleaners,Prof-specialty,Other-service,Sales","Other-relative,Unmarried",White,Male,95.9090909090909,0.0,17.727272727272727,"United-States,Mexico",<=50k,11
2410,23.0,Local-gov,133132.66666666666,"Masters,Bachelors",13.166666666666666,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,50.0,United-States,<=50k,6
1238,23.0,"Local-gov,?",303414.5,"HS-grad,7th-8th,10th",7.625,"Never-married,Married-civ-spouse","Adm-clerical,?",Not-in-family,White,Female,0.0,0.0,31.0,"United-States,Mexico",<=50k,8
784,23.0,Private,103895.42857142857,"Prof-school,12th,11th",8.571428571428571,"Never-married,Married-civ-spouse","Machine-op-inspct,Exec-managerial,Farming-fishing",Own-child,"White,Black",Male,0.0,0.0,46.42857142857143,"United-States,Mexico",<=50k,7
410,23.0,Private,135838.16666666666,"Some-college,HS-grad",9.833333333333334,Never-married,"Machine-op-inspct,Sales","Other-relative,Own-child","Other,Amer-Indian-Eskimo,Asian-Pac-Islander",Male,0.0,0.0,18.666666666666668,"United-States,India,Philippines,Vietnam",<=50k,6
3604,23.0,Private,137193.63636363635,"Assoc-voc,Assoc-acdm",11.818181818181818,Never-married,"Other-service,Adm-clerical,Sales",Own-child,White,Female,0.0,0.0,27.636363636363637,United-States,<=50k,11
3503,23.0,Private,313886.1111111111,"Bachelors,Some-college",10.666666666666666,Never-married,"Other-service,Sales",Not-in-family,White,Male,0.0,0.0,30.77777777777778,"United-States,?",<=50k,9
4073,23.0,Private,338497.4285714286,"HS-grad,7th-8th",8.285714285714286,"Never-married,Married-civ-spouse","Machine-op-inspct,Farming-fishing,Sales","Not-in-family,Husband",White,Male,300.7142857142857,0.0,50.0,United-States,<=50k,7
2953,23.0,"Private,Federal-gov",140717.16666666666,"Assoc-voc,Bachelors,Some-college",10.666666666666666,"Never-married,Married-civ-spouse","Exec-managerial,Adm-clerical",Other-relative,White,Female,0.0,513.8333333333334,40.833333333333336,"United-States,Mexico",<=50k,6
2246,23.0,"Private,Federal-gov",191553.0,Some-college,10.0,Never-married,"Adm-clerical,Other-service","Other-relative,Unmarried",White,Female,0.0,0.0,22.5,United-States,<=50k,6
4159,23.0,"Private,Federal-gov",304425.3333333333,"Bachelors,Some-college,Assoc-acdm",11.444444444444445,Never-married,"Handlers-cleaners,Armed-Forces,Adm-clerical,Transport-moving",Not-in-family,White,Male,0.0,0.0,41.44444444444444,United-States,<=50k,9
695,23.0,"Self-emp-not-inc,Federal-gov",242976.33333333334,"Some-college,Bachelors",11.0,Never-married,"Adm-clerical,Transport-moving,Tech-support",Own-child,"White,Black",Male,0.0,0.0,24.333333333333332,United-States,<=50k,6
4720,23.1,Private,107015.3,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50k,10
2979,23.1,"Private,State-gov",327683.5,"Bachelors,Masters,Some-college,Assoc-acdm",11.8,Never-married,Prof-specialty,Own-child,"White,Black",Male,0.0,0.0,23.9,United-States,<=50k,10
6073,23.11111111111111,Private,216165.55555555556,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,43.55555555555556,"United-States,Mexico",<=50k,8
6074,23.11111111111111,Private,216165.55555555556,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,43.55555555555556,"United-States,Mexico",>50k,1
2884,23.11111111111111,"Private,State-gov",113351.44444444444,HS-grad,9.0,Never-married,"Protective-serv,Exec-managerial,Adm-clerical",Not-in-family,White,Male,0.0,0.0,46.111111111111114,United-States,<=50k,9
3085,23.125,?,272447.125,"Some-college,Assoc-acdm",10.75,Never-married,?,Not-in-family,White,Male,0.0,0.0,43.75,United-States,<=50k,8
2187,23.125,Private,112869.25,HS-grad,9.0,Never-married,"Craft-repair,Farming-fishing,Sales",Not-in-family,White,Male,0.0,188.0,32.875,United-States,<=50k,8
3014,23.125,Private,124712.625,"Some-college,HS-grad",9.375,Separated,"Machine-op-inspct,Other-service,Craft-repair","Not-in-family,Own-child",White,Male,0.0,319.875,42.0,United-States,<=50k,7
3015,23.125,Private,124712.625,"Some-college,HS-grad",9.375,Separated,"Machine-op-inspct,Other-service,Craft-repair","Not-in-family,Own-child",White,Male,0.0,319.875,42.0,United-States,>50k,1
2925,23.142857142857142,Private,111427.0,HS-grad,9.0,Never-married,"Handlers-cleaners,Sales",Own-child,"White,Black",Female,0.0,251.71428571428572,32.42857142857143,United-States,<=50k,7
4019,23.142857142857142,Private,138874.85714285713,"Assoc-voc,Masters,Some-college",10.714285714285714,Never-married,"Prof-specialty,Other-service,Sales",Not-in-family,White,Male,5206.0,0.0,40.0,United-States,<=50k,5
4020,23.142857142857142,Private,138874.85714285713,"Assoc-voc,Masters,Some-college",10.714285714285714,Never-married,"Prof-specialty,Other-service,Sales",Not-in-family,White,Male,5206.0,0.0,40.0,United-States,>50k,2
79,23.166666666666668,"Local-gov,?",201769.83333333334,"12th,11th",7.166666666666667,"Never-married,Divorced","Handlers-cleaners,Adm-clerical,Other-service,?","Other-relative,Unmarried","White,Black",Female,0.0,0.0,22.166666666666668,United-States,<=50k,6
1597,23.166666666666668,Private,192307.33333333334,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,"White,Black",Female,0.0,0.0,40.833333333333336,United-States,<=50k,6
3661,23.166666666666668,Private,206875.16666666666,"Some-college,Assoc-acdm",10.333333333333334,Never-married,"Protective-serv,Farming-fishing,Tech-support",Own-child,White,Male,0.0,0.0,40.0,"United-States,Mexico",<=50k,6
4018,23.166666666666668,Private,42789.0,"Assoc-voc,Some-college",10.166666666666666,Never-married,"Other-service,Sales",Not-in-family,"White,Black",Male,0.0,0.0,40.0,"United-States,Jamaica",<=50k,6
4592,23.166666666666668,"Private,State-gov",276741.6666666667,"Some-college,Assoc-acdm",10.333333333333334,Never-married,"Prof-specialty,Exec-managerial,Adm-clerical",Not-in-family,White,Female,683.5,0.0,40.0,United-States,<=50k,6
1525,23.181818181818183,"Private,Self-emp-not-inc",341612.1818181818,HS-grad,9.0,Never-married,"Prof-specialty,Craft-repair,Farming-fishing",Not-in-family,"White,Black",Male,0.0,179.45454545454547,32.45454545454545,"United-States,Mexico",<=50k,11
4197,23.2,Private,143898.5,"Bachelors,Some-college",10.9,Never-married,"Exec-managerial,Adm-clerical",Own-child,White,Male,220.2,0.0,31.5,United-States,<=50k,10
2245,23.2,Private,336498.2,"Bachelors,Some-college",10.6,Never-married,"Handlers-cleaners,Other-service,Adm-clerical,Sales",Own-child,Black,Female,0.0,0.0,23.1,United-States,<=50k,10
3639,23.2,Private,457863.6,"HS-grad,7th-8th",8.5,"Never-married,Married-civ-spouse","Other-service,Craft-repair,Sales",Own-child,White,Male,0.0,0.0,43.0,"United-States,El-Salvador",<=50k,10
773,23.22222222222222,Private,125872.22222222222,"5th-6th,10th",5.666666666666667,"Never-married,Separated","Handlers-cleaners,Machine-op-inspct,Craft-repair",Own-child,White,Male,0.0,0.0,40.44444444444444,"United-States,Mexico,?",<=50k,9
404,23.22222222222222,"Private,Federal-gov",189980.33333333334,"Some-college,Bachelors,Masters",11.11111111111111,"Never-married,Married-civ-spouse","Protective-serv,Adm-clerical,Transport-moving,Tech-support","Other-relative,Unmarried","White,Black",Male,0.0,0.0,25.88888888888889,"Nicaragua,United-States",<=50k,9
4175,23.25,"Private,Self-emp-not-inc",195425.375,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,41.25,"United-States,Mexico",<=50k,8
1608,23.25,"Private,State-gov",212119.25,HS-grad,9.0,"Never-married,Married-civ-spouse","Protective-serv,Machine-op-inspct,Exec-managerial",Own-child,White,Male,0.0,0.0,32.5,United-States,<=50k,8
4850,23.272727272727273,?,151042.27272727274,"Assoc-voc,Bachelors,Some-college,Assoc-acdm",10.909090909090908,Never-married,?,Own-child,White,Male,264.27272727272725,0.0,44.90909090909091,United-States,<=50k,11
4853,23.285714285714285,"Local-gov,?",221285.14285714287,"Assoc-voc,Bachelors,Some-college",10.571428571428571,Never-married,"Protective-serv,Adm-clerical,?",Own-child,White,Male,0.0,0.0,41.57142857142857,United-States,<=50k,7
6041,23.285714285714285,Private,174100.14285714287,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,225.57142857142858,40.0,United-States,<=50k,6
6042,23.285714285714285,Private,174100.14285714287,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,225.57142857142858,40.0,United-States,>50k,1
2143,23.285714285714285,Private,198229.2857142857,"Bachelors,Assoc-acdm",12.285714285714286,Never-married,"Adm-clerical,Sales",Not-in-family,White,Female,0.0,0.0,16.857142857142858,United-States,<=50k,7
195,23.3,Private,177967.9,"Bachelors,Some-college",10.6,"Never-married,Married-civ-spouse","Exec-managerial,Adm-clerical,Sales","Other-relative,Own-child,Unmarried","Other,Amer-Indian-Eskimo",Female,288.5,172.1,30.8,"Cuba,United-States",<=50k,10
1610,23.3,"Private,State-gov",112203.4,"9th,HS-grad",8.2,Never-married,"Machine-op-inspct,Craft-repair,Adm-clerical",Unmarried,White,Male,663.5,0.0,41.0,"Guatemala,United-States",<=50k,10
797,23.333333333333332,"Local-gov,?",150191.11111111112,"HS-grad,7th-8th",8.444444444444445,Never-married,"Prof-specialty,Adm-clerical,?",Not-in-family,White,Female,117.22222222222223,0.0,40.55555555555556,"United-States,Mexico",<=50k,9
2975,23.333333333333332,Private,111015.66666666667,"Some-college,Bachelors",11.0,Never-married,"Craft-repair,Sales",Own-child,White,Male,0.0,0.0,11.555555555555555,"United-States,Greece",<=50k,9
5200,23.333333333333332,Private,229103.55555555556,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,175.44444444444446,44.44444444444444,United-States,<=50k,8
5201,23.333333333333332,Private,229103.55555555556,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,175.44444444444446,44.44444444444444,United-States,>50k,1
4167,23.333333333333332,Private,286789.6666666667,"Assoc-voc,Bachelors",12.666666666666666,Never-married,"Other-service,Sales",Own-child,White,Female,0.0,0.0,25.833333333333332,United-States,<=50k,6
4169,23.375,Private,196731.0,"Assoc-voc,Bachelors,Assoc-acdm",12.125,"Never-married,Married-civ-spouse","Machine-op-inspct,Adm-clerical",Own-child,White,Female,131.875,246.75,30.625,United-States,<=50k,8
1239,23.428571428571427,"Local-gov,Self-emp-inc",121518.14285714286,"Some-college,Bachelors,Assoc-acdm",11.571428571428571,Never-married,"Prof-specialty,Adm-clerical","Not-in-family,Own-child","White,Black",Female,0.0,0.0,15.857142857142858,United-States,<=50k,7
3611,23.428571428571427,Private,116107.71428571429,HS-grad,9.0,Never-married,"Adm-clerical,Craft-repair",Own-child,White,Female,0.0,0.0,40.0,United-States,<=50k,7
